,price
1341620,585000
1336952,1500000
1343676,1075000
1295317,1450000
1294351,272000
1268479,819000
1286111,525000
1263815,1299000
1274059,1500000
1281451,849000
1327495,3595000
1286448,2100000
1343901,299000
1264487,800888
1348776,609900
1307491,3250000
1351381,455000
1304725,988888
1274746,1249999
1310476,397480
1354669,297000
1271061,779000
1287222,599000
1325211,795000
1265764,999000
1323964,2498000
1331746,599000
1266693,899900
1301044,949999
1318637,999000
1333707,533900
1304281,550000
1276570,899000
1283655,320000
1299070,749999
1265801,1330000
1294626,150000
1347803,499000
1274096,980000
1309283,384830
1285916,629900
1299825,575000
1350994,469900
1264500,619000
1269570,600000
1291857,649000
1263647,1290000
1349141,479000
1352844,128000
1261776,799000
1309687,350000
1343089,925000
1309846,350000
1299577,389000
1304559,950000
1313316,249000
1309861,285000
1335248,4950000
1324012,3198000
1295409,579000
1298751,450000
1304655,799000
1334283,949888
1336089,539000
1339965,575000
1332810,998000
1313382,479000
1265853,3299000
1285261,798500
1294383,249000
1322516,1499000
1275357,710000
1265034,3995000
1309994,639900
1303299,1229900
1337627,1980000
1328325,599000
1259155,945000
1319795,375000
1262434,800000
1351216,440000
1261642,785000
1264016,549000
1286122,850000
1292064,699950
1305376,414999
1350823,869000
1350598,505000
1279457,739888
1326963,1098000
1257718,800000
1314203,649000
1341711,476000
1279186,305000
1349833,475000
1350772,629000
1306835,1050000
1333480,927500
1293470,1375000
1285317,720000
1257255,799950
1335293,1325000
1333253,1049900
1293458,379000
1290094,925000
1257496,5200000
1263257,495000
1267857,485000
1354811,495000
1297126,665000
1291849,660000
1274027,760000
1274583,350000
1282667,725000
1290222,315000
1315780,1350000
1356210,249000
1259752,3280000
1319825,350000
1280586,450000
1274037,1098000
1339943,369000
1281150,699000
1319877,399950
1355168,220000
1307768,1100000
1280573,719999
1334524,679800
1283487,685000
1355187,499000
1275343,1099000
1339612,705000
1277029,948000
1329982,615000
1341460,499900
1273493,775000
1354834,1800000
1324485,1499000
1289145,875000
1261568,995000
1280920,580000
1313048,599000
1288203,549900
1335883,1849000
1291119,499900
1285869,1850000
1280288,687777
1269152,734000
1337418,5799000
1309526,429900
1327968,1795000
1266411,780000
1290497,499000
1285830,1399000
1282611,1695000
1329333,927000
1351717,899900
1304289,580000
1291484,675000
1284521,775000
1283238,3950000
1317569,589000
1307087,1325000
1291071,364999
1332860,625000
1312547,789000
1317063,895000
1321020,598740
1263823,1775000
1325675,1748888
1264434,11995000
1323966,2495000
1301242,499900
1293267,619000
1308273,1450000
1336252,469000
1264633,2888000
1356777,544900
1296441,899000
1283989,975000
1287772,1175000
1300801,480000
1352076,649906
1302392,775000
1351314,507000
1287333,575000
1291138,385000
1335791,879000
1277622,762953
1298989,450000
1285595,689900
1266120,2595000
1316214,904900
1277071,750000
1320333,375000
1287250,3995000
1304831,700000
1353918,399000
1325838,1495000
1350319,1365000
1326526,1095000
1295236,60000
1311291,250000
1274690,3500000
1331984,1699000
1338469,399900
1336486,999000
1312067,380000
1267073,379000
1317215,465000
1265280,1600000
1266397,750000
1347005,547000
1308941,279000
1316817,79900
1263086,530000
1343157,448000
1301271,485000
1276678,498990
1347827,575000
1264570,998900
1303572,369000
1328262,1495000
1284055,699900
1316912,269000
1322308,1895000
1263382,2000000
1282676,1250000
1329398,830000
1283302,2998000
1287951,529999
1262112,999999
1328566,549000
1269677,1299000
1346793,649000
1284359,690000
1257902,1595000
1330267,1789000
1348126,530000
1270567,1975000
1260135,1350000
1271506,499999
1341386,325000
1331338,685000
1267180,1250000
1334474,799000
1289507,695000
1297702,494500
1351011,850000
1347842,525000
1326124,1695000
1342172,799800
1332243,450000
1282867,2850000
1269106,599999
1342823,371000
1257153,799000
1272195,1199900
1283694,520000
1315748,399000
1289307,2800000
1349480,564900
1324357,2350000
1294513,397000
1312034,461940
1354653,379000
1260546,7200000
1289732,724986
1272644,1119000
1279470,369000
1285212,995000
1286427,3700000
1262608,1995000
1326501,899000
1303904,1750000
1262924,1299000
1340456,549000
1311255,200000
1309672,325000
1313183,378000
1264182,2249000
1287629,699900
1294852,300000
1337444,1675000
1321369,609950
1338404,449500
1326842,1995000
1271069,880000
1327762,423000
1284218,935000
1355892,889000
1334427,665000
1270420,725000
1269529,1395000
1268707,720000
1324102,1898000
1334004,689000
1340869,440000
1280412,849000
1251859,180000
1318294,210000
1332461,390000
1331920,899999
1329992,1589000
1320375,415000
1329884,1468800
1320839,361900
1317731,599000
1327377,979000
1338212,1349000
1303177,490990
1356859,334700
1252937,1795000
1272532,925000
1268243,705000
1325452,15000000
1295821,565000
1329263,1088000
1310186,290000
1329297,800000
1295845,349900
1304374,430000
1335249,1699000
1285492,675000
1285888,840000
1318822,739500
1333160,715000
1327345,1295000
1328186,1595000
1257333,795000
1287709,639900
1338420,729988
1335771,699000
1338596,349000
1295403,360000
1286040,737000
1321775,699000
1278753,699900
1258667,2390000
1258899,830000
1328411,1895000
1325166,559000
1355807,360000
1275491,1175000
1329960,769800
1342901,280000
1345364,469000
1268604,1300000
1286244,2850000
1354557,519000
1308743,400900
1290791,437545
1311126,285000
1258728,5895000
1307097,875000
1264262,2499000
1312942,750000
1325686,1888888
1357219,250000
1304659,792000
1347025,575000
1257287,3245000
1291396,550000
1323879,1648000
1286388,550000
1336601,659000
1264773,1149000
1280584,26000000
1318447,299900
1285737,596000
1260823,1295000
1289476,899000
1253745,875000
1300589,380000
1353108,1300000
1353234,649900
1271064,499000
1300303,430000
1284465,921300
1267059,899900
1279315,656005
1262327,1350000
1343407,449000
1263570,465000
1293535,739000
1354187,299000
1342801,1050000
1326007,2395000
1320503,399888
1273576,3595000
1274425,1199000
1353455,634670
1329264,899000
1352927,250000
1307045,1350000
1318558,384900
1264631,849900
1269035,685000
1341463,675000
1264912,549000
1290138,714000
1312401,150000
1348371,349900
1273397,1150000
1261681,1086500
1257553,850000
1273992,2999000
1304738,827000
1334200,770541
1267478,2999999
1275760,825000
1356579,245000
1258936,759000
1279821,1090000
1348834,590000
1266802,939888
1302117,733990
1320072,349900
1275381,1130000
1270201,749999
1258517,1595000
1342984,275000
1307727,545000
1339124,537310
1261010,624900
1327160,1550000
1288039,1692000
1272161,1249000
1329487,2098000
1260346,1250000
1347669,513900
1279169,545000
1297717,572000
1257443,799000
1308185,465000
1265439,1100000
1289049,1725000
1287404,629000
1253102,1799000
1276323,1695000
1305190,579000
1303354,717000
1319183,395000
1272638,495000
1264661,1800000
1338565,419900
1259312,720000
1279944,899000
1329434,896000
1262793,659777
1293312,2375000
1302063,450000
1304246,349000
1285652,1350000
1281679,699900
1266606,777000
1257830,575000
1281366,699000
1290547,329900
1298834,535000
1259744,925000
1289301,1500000
1323102,1649900
1285346,1795000
1262659,6750000
1348410,799900
1335292,5150000
1262055,659000
1350902,1299000
1338886,569999
1278001,636512
1288870,1274900
1332960,525000
1331094,749000
1312086,179000
1265759,899000
1295834,313750
1326138,1030000
1308960,364990
1293825,910000
1268504,875000
1302219,510000
1260068,1370000
1306575,1189000
1328460,895000
1327808,550000
1265265,839000
1317811,415000
1297408,480000
1334735,100000
1333292,1988888
1306431,1220000
1322845,1445425
1260028,1195000
1290149,599900
1260105,889990
1289970,1150000
1319002,1749000
1307724,859999
1262976,710000
1273506,899000
1260283,6580000
1292498,218900
1319921,795000
1345863,800000
1309005,380000
1278455,517000
1337984,999000
1352629,350000
1310419,1059999
1262474,749000
1310495,339900
1293593,995000
1317738,565000
1284204,778000
1261072,38500000
1329524,780000
1264903,528000
1325390,828000
1291169,390000
1306126,1620000
1264699,2880000
1336032,549888
1279446,694900
1323297,1398000
1271463,795000
1301558,550000
1336063,1399999
1316916,420000
1355657,799900
1324656,1988000
1320397,379845
1312097,29999
1347306,589000
1280193,1200000
1253335,1200000
1285594,14995000
1285658,1649999
1281360,770000
1324740,999000
1273125,3000000
1354840,289000
1310120,215000
1334410,960000
1314205,725000
1293196,499500
1324165,3598000
1267465,958000
1279445,730000
1274214,639000
1304982,975000
1348822,625000
1310572,239999
1279526,748418
1316333,619900
1284661,985000
1275434,550000
1333541,2399000
1349838,245000
1293995,550000
1259189,650000
1283271,750000
1303326,557500
1293395,549000
1267303,985000
1348644,350000
1323705,2100000
1285838,2750000
1334896,1299000
1297087,2000000
1291208,499000
1322909,995000
1326696,11450000
1337461,799999
1309659,328000
1331305,1025000
1278724,1090000
1258256,2998000
1269944,599999
1284099,468000
1306329,1285000
1291837,725000
1305043,1250000
1295828,450000
1323557,2780000
1298775,750000
1333496,445000
1285143,549900
1319985,239900
1336572,875000
1346930,1150000
1304420,1399999
1328583,849000
1284736,1399000
1354309,635000
1274026,7490000
1286036,899999
1328632,1150000
1265738,799000
1316270,775000
1310801,198225
1348546,500000
1291158,774998
1346468,469000
1327663,350000
1327720,998000
1262350,1999000
1339407,389500
1268161,3195000
1307152,999000
1303169,460000
1278203,529900
1322070,1100000
1332405,310000
1352115,2697000
1291465,449900
1319255,495000
1324697,1399000
1305167,925000
1253847,420000
1340210,299000
1280507,1099000
1354548,365000
1274067,1599000
1265707,499900
1336933,3498000
1315504,495000
1324918,888888
1285654,8550000
1286013,975000
1332214,790000
1353219,639000
1278472,429000
1264000,28950000
1258923,799000
1276327,1590000
1328302,699000
1333318,455000
1259950,1550000
1341000,645000
1324172,1699000
1331718,489000
1269919,1049000
1266883,348800
1332914,599900
1332089,1197000
1258601,1395000
1312306,1050000
1357683,360000
1305612,515000
1329366,732000
1321421,439900
1277564,349000
1258779,1431000
1280585,1100000
1287568,619900
1293462,599000
1333895,495000
1279431,3990000
1266357,1100000
1311331,470000
1334963,1950000
1277383,600000
1279682,627000
1287254,599300
1333640,1499888
1277050,1350000
1268968,870000
1350037,2300000
1318832,650000
1299269,550000
1307372,1199000
1295753,329900
1324271,788000
1258788,1200000
1334240,559000
1258144,1350000
1299535,379000
1271238,2070900
1354537,60000
1319839,630000
1296297,995000
1309933,335000
1292902,849900
1287018,375000
1271100,1060000
1342000,519000
1313754,649900
1327227,1200000
1310689,284900
1323934,2500000
1304890,858800
1325770,567000
1340228,574900
1338067,1750000
1273474,1574000
1278784,610000
1281691,539000
1343713,799000
1265602,3190000
1262524,995000
1271358,769000
1348754,359900
1340816,899900
1300848,499900
1350145,899999
1279002,785000
1302863,380000
1288880,1299999
1318679,369900
1346560,6599000
1279601,499000
1348880,565000
1260077,2290000
1354050,499900
1349333,450000
1296756,249000
1325929,1095000
1277077,539888
1284414,680000
1265033,1299999
1288009,539600
1270516,719000
1298790,599999
1269455,1000000
1275311,848995
1279329,540000
1292159,854251
1327549,439000
1283947,1195000
1306172,9888888
1275388,299999
1264021,1228000
1353227,720000
1339814,339000
1306930,785000
1321849,1999000
1271227,1950000
1296344,525000
1352645,435900
1326036,1495000
1323669,1998000
1261089,1599999
1319285,350000
1292189,725000
1321329,367000
1284742,2795000
1353224,595000
1308841,349900
1295506,439950
1348913,555500
1302452,369900
1267695,729000
1252748,1500000
1347785,640000
1294266,748000
1265878,1699000
1300680,504999
1350538,535000
1330818,1798000
1257968,585000
1257375,380000
1346569,285000
1351735,999000
1284096,650000
1334681,832173
1352197,575000
1319163,365000
1319718,584950
1277419,749999
1260645,2249000
1316169,599900
1335720,975000
1316014,240000
1301519,1298000
1288265,599000
1311618,324950
1262302,1250000
1289652,749900
1352374,1379900
1259650,3950000
1293405,299800
1285215,690000
1280725,779000
1264324,1199900
1341882,579900
1291490,355000
1356598,395000
1291772,850000
1322176,1995000
1259539,899000
1298174,595000
1302583,645000
1272157,3250000
1334906,649000
1338908,300000
1325974,1900000
1323442,755000
1260597,640000
1335744,1249000
1357716,519000
1357799,2200000
1302274,579900
1258050,795000
1279597,630000
1271025,788000
1274579,365000
1261976,899000
1302024,565000
1350741,625000
1328150,1880000
1281791,1600000
1319660,519000
1322515,799000
1269375,699999
1315761,395000
1282413,1030000
1297496,599995
1260783,769000
1334505,610000
1325043,1780000
1268631,2199000
1321962,575000
1297952,519900
1286124,748000
1284136,14500000
1300664,635000
1325767,649000
1279941,1750000
1321623,565000
1260341,699000
1268843,1175000
1280892,580000
1330933,3999000
1290034,879000
1272833,2750000
1330787,1299000
1329739,2288000
1258021,680000
1290177,564900
1288878,4495000
1271186,2995000
1340219,469000
1260589,575000
1327295,489900
1329450,1025000
1351033,680000
1296828,349900
1306881,898000
1334252,750000
1319694,264900
1279704,690000
1253758,825000
1268070,999000
1261308,699999
1259474,975000
1313244,549000
1264276,725000
1321028,591968
1287405,748995
1268205,2995000
1293319,468000
1336453,1495000
1281721,465000
1284925,1600000
1304025,400000
1321250,465000
1336955,1449950
1279529,620000
1303964,465000
1335900,2500000
1329429,675000
1307469,179000
1332817,1175000
1264437,1295000
1295453,192800
1357933,190000
1326076,349000
1257990,749900
1270581,1499999
1332508,975000
1304518,374500
1265879,1099000
1283913,1147777
1332329,815000
1276159,629000
1289821,575000
1340437,629000
1300770,900000
1296814,418500
1305522,676000
1320387,990000
1357717,994000
1330926,899000
1282383,950000
1303702,299900
1301290,459900
1318819,469000
1349391,649000
1329415,2800000
1334470,1595000
1358935,951140
1339289,525000
1332669,1450000
1349202,539000
1325246,995000
1293400,800000
1310674,279000
1340205,469000
1302026,489771
1352762,625000
1280162,959000
1345443,490000
1356846,475000
1265724,1000000
1279603,1749900
1337386,1280000
1293509,1025000
1321725,769900
1345845,599000
1270239,3999999
1265727,1100000
1328652,750000
1267286,1900000
1311056,925000
1279068,869888
1268857,625000
1312955,975000
1353160,860000
1296295,695000
1351494,799000
1330137,1298000
1324773,925000
1260865,390000
1285119,1460000
1269662,3900000
1325668,849000
1301588,679000
1292700,385000
1301936,588685
1281144,650000
1305153,67997
1306027,1960000
1264032,888888
1289451,2399000
1294692,1158000
1332476,785000
1276540,720000
1343111,395900
1340618,419000
1328764,999000
1333446,1727000
1261611,1200000
1271008,549900
1271374,1449000
1263817,1995000
1319800,299950
1261457,924888
1316416,625000
1327845,699900
1288512,1149000
1300592,595000
1311488,450000
1311184,437750
1260443,2128000
1329912,966000
1323217,949000
1327784,895000
1336611,1395000
1297858,585000
1315801,315000
1329010,499999
1269606,969000
1261241,1150000
1320654,468000
1295749,389900
1343701,799000
1300540,571000
1269649,2600000
1286348,1975000
1262040,1180000
1297642,369000
1338583,460000
1262303,349000
1348158,1250000
1281555,699000
1307142,750000
1319211,505000
1328927,999000
1352800,599500
1273569,725000
1305052,639900
1307882,799500
1332619,999800
1328303,505000
1304095,668000
1283147,699000
1264294,929000
1300647,619000
1259973,625000
1264719,649000
1283121,279000
1270484,1499000
1357128,199000
1288267,1635000
1286210,881000
1353562,592755
1284778,1200000
1337151,969000
1357067,324900
1347255,700000
1289708,850000
1295747,360000
1287327,756000
1335967,690000
1315819,165000
1262932,1230000
1266682,1549000
1321284,532970
1325250,1295000
1352326,499900
1296312,249900
1260376,1335000
1282844,1299000
1305470,499999
1342414,509000
1328888,699000
1355709,586620
1323763,1538000
1290554,610000
1351985,1200000
1284009,387000
1351240,521000
1293583,599500
1270524,1598000
1321226,449000
1293474,325000
1334191,3500000
1322271,875000
1269135,820000
1312878,499900
1329100,950000
1321209,614382
1356644,425000
1303947,485000
1323572,1488000
1284519,400000
1271910,1199000
1321634,989999
1258245,1998000
1351294,379900
1301105,545000
1278682,524999
1265661,759886
1338153,2988000
1271252,894888
1309460,315000
1296758,265000
1272606,1049000
1313677,435000
1348457,375000
1263884,749999
1269933,699000
1338264,849888
1288548,999000
1316292,410000
1324598,998000
1257836,705000
1297930,1055000
1338739,420000
1340669,550000
1277455,3900000
1346911,650000
1342144,389999
1262408,875000
1332400,1100000
1291615,484500
1261666,800000
1354533,249000
1272172,939950
1353104,739900
1311569,415000
1322605,2499888
1311719,999500
1266460,598888
1315999,270000
1299097,575000
1339337,559000
1332975,950000
1353131,749900
1323708,2560000
1351371,358800
1285953,325000
1338390,630000
1348147,575000
1327332,899000
1321848,2125000
1352587,529000
1348407,499000
1310993,329000
1297656,270000
1285690,965000
1307156,1300000
1349417,685000
1334725,799000
1327348,528000
1272102,40000000
1352018,599000
1326083,789000
1278921,525000
1347946,838000
1311264,490000
1325464,1249000
1261653,765000
1265480,1039000
1314576,349000
1333442,1139500
1333191,949000
1333195,2298000
1319799,475000
1266807,1050888
1263871,11900000
1254663,2995000
1287981,499000
1321147,1275000
1348516,429900
1331147,535000
1266083,1600000
1277296,599000
1286616,919900
1268642,839000
1278462,999000
1263469,629000
1287130,289000
1257175,599000
1266505,819900
1261584,945000
1343702,1950000
1269808,1500000
1278793,389000
1338740,535000
1332867,650000
1268383,2995000
1272309,2499999
1284135,725000
1268179,1799000
1312436,1300000
1319104,474180
1299107,299900
1317403,425000
1296444,549900
1261460,2590000
1352344,630000
1289723,599000
1313278,1490000
1325805,5995000
1261384,749900
1286070,529000
1261097,749000
1306822,785000
1262703,1399000
1350641,742496
1266584,1399999
1338847,639000
1287722,509000
1343405,385000
1310722,399000
1284629,1297000
1336880,985000
1287662,650000
1349449,630000
1330553,1698000
1339699,429000
1349193,678174
1349543,699000
1264891,1299000
1285258,699000
1287801,489000
1263242,849000
1341782,492000
1307276,1800000
1341875,269900
1311094,389900
1327760,329500
1286097,5500000
1309713,399000
1257357,1550000
1322067,1969000
1262275,1100000
1321117,795000
1304015,368900
1330080,1898000
1308338,175000
1342211,399000
1336234,350000
1314154,1020000
1308873,255000
1329918,1450000
1343028,349900
1355090,600000
1288439,3140000
1343237,630000
1280024,1299000
1286919,543495
1328221,915000
1334637,2995000
1304032,449000
1310974,349000
1350489,719472
1304354,155000
1341094,595000
1266686,879000
1298765,475000
1290754,210000
1273575,915000
1271604,825000
1276359,758888
1259754,1359000
1272308,2100000
1336640,925000
1330263,1450000
1306909,829000
1320410,589900
1304247,332000
1344638,449000
1309104,285000
1351034,1000000
1260294,850000
1286369,11495000
1283236,18885000
1310381,277500
1259304,738000
1298961,385000
1312451,1150000
1335864,599000
1282164,699000
1317815,459990
1274640,2740000
1326544,985000
1325954,699999
1313106,899000
1351743,745000
1323368,4150000
1313194,550000
1327027,995000
1279718,447000
1257997,649000
1265025,1200000
1292523,670000
1279112,750000
1337004,2190000
1355080,349900
1341683,444900
1267855,480000
1263020,769000
1353972,429500
1342837,248900
1354014,715000
1335870,565000
1291178,659000
1280154,670000
1275762,785000
1273969,1249900
1349338,209000
1325434,2595000
1292119,869000
1270588,535000
1264525,2199000
1333757,399000
1292362,1650000
1269257,4988000
1281834,799000
1332278,388000
1313248,1228000
1352138,415000
1320626,550000
1317386,460000
1321013,814644
1344782,480000
1334564,259000
1266128,1250000
1264449,2638000
1264642,899000
1320664,399999
1292191,349000
1281336,659000
1307977,1499000
1284538,769000
1271600,405000
1324794,949000
1336055,439000
1261754,1700000
1336889,1489000
1312528,1599000
1335743,720000
1339615,527500
1279358,749999
1291442,365500
1349583,665000
1273692,1849000
1260435,1250000
1285252,779900
1293039,329000
1264377,1695000
1296868,225000
1269742,2650000
1340826,660000
1302438,325999
1331895,849990
1319383,1990000
1288208,965000
1334484,2789995
1272823,370000
1354490,419000
1289206,998000
1303851,284950
1353958,495000
1268093,835000
1333360,1270000
1344126,699000
1340037,579000
1300856,400000
1338081,669999
1278999,1100000
1310652,363580
1258145,1200000
1350437,728425
1269200,3350000
1310935,498550
1314040,280000
1338560,399900
1274426,299900
1260599,840000
1315954,542900
1271686,2198000
1350060,249000
1349598,556000
1303927,145000
1333904,1888000
1257837,660000
1348276,525000
1319511,265000
1340641,800000
1301318,32000
1280614,899900
1324888,413821
1289820,1425000
1282841,2549000
1307856,980000
1333803,639000
1345101,3500000
1260716,695000
1310806,335000
1328182,951000
1352109,899000
1271869,47500000
1272766,299000
1300627,445000
1263492,2600000
1332053,1390000
1261855,1325000
1303072,799000
1259789,1988000
1320411,624950
1301712,849980
1325901,995000
1272098,5995000
1273387,1200000
1333842,925000
1317957,725000
1308668,630000
1263227,1600000
1289990,599000
1345755,1295000
1316385,570000
1271659,1900000
1298531,785000
1261985,745000
1322614,2395000
1295323,624900
1297396,80000
1300784,380000
1291288,499900
1287082,1600000
1334277,420000
1263127,3995000
1299240,849900
1354963,889010
1327297,3685000
1293201,4495000
1304442,1999000
1329942,2249900
1257602,1700000
1336458,2495000
1290882,588000
1340408,625000
1310163,360000
1319644,489000
1307110,800000
1331265,1599000
1321868,2250000
1350769,835000
1339046,449999
1334578,4199999
1331184,839999
1257211,860100
1327887,1149000
1293104,1125000
1340406,339000
1331727,1695000
1355174,289000
1259681,1300000
1257446,619900
1276923,449900
1288188,1856000
1257158,295000
1288306,1100000
1300231,480000
1258228,995000
1259119,4299000
1233136,149999
1356559,135000
1268808,329000
1333495,399000
1261699,1199999
1354992,429000
1295859,230000
1262945,775000
1293886,799000
1292921,449000
1320726,380000
1348564,359000
1291936,399000
1263522,2249000
1326636,1625000
1349596,499000
1274665,657900
1275445,1199990
1340446,499900
1289745,80000
1310571,189000
1335841,998000
1278576,4248000
1273551,2050000
1288906,549000
1304524,479999
1304906,850000
1262117,1299999
1288497,1175000
1309167,169900
1329140,949000
1286214,835000
1273768,1270000
1268960,6300000
1288808,549950
1329364,565000
1337261,785000
1259581,5688000
1269731,2198000
1258782,739999
1258795,1400000
1265177,1200000
1303030,418000
1285397,999000
1330403,1898800
1301978,658990
1306783,840000
1340161,359000
1310109,280000
1308794,480000
1301357,525000
1298093,710000
1261623,1000000
1300293,465000
1277585,2500000
1329210,650000
1290234,275000
1358190,758000
1316327,399900
1346737,935000
1274380,539000
1264698,1200000
1313400,2500000
1336508,179000
1319631,439000
1310001,399000
1291174,479000
1352503,711330
1285807,700000
1338370,560000
1331644,1050000
1351108,799000
1289817,615000
1268765,1125000
1302406,690000
1336530,604990
1302315,571000
1274060,1250000
1309267,477930
1328502,410000
1311368,364000
1340854,624999
1304843,314900
1354714,379900
1265524,880000
1268838,700000
1259262,600000
1306957,410000
1326964,549000
1330930,999000
1308727,225000
1343029,300000
1264292,1500000
1286328,1675000
1332350,389000
1333539,2995000
1343566,472900
1292100,324900
1310699,160000
1309727,235000
1326054,830000
1348486,448000
1265340,1250000
1349470,355000
1331270,3950000
1341676,599000
1288964,799900
1312414,475000
1336084,1050000
1263017,635000
1312223,1249000
1332944,799000
1271794,2025000
1302506,530000
1350269,739000
1277347,785700
1348122,445000
1335737,949000
1333250,849000
1316162,1199990
1276675,574990
1284328,1150000
1328073,1488000
1309418,149000
1347557,577490
1293893,902915
1354328,425000
1295126,150000
1266239,3495000
1263798,2750000
1260340,750000
1302884,585000
1270350,4900000
1326350,725000
1289399,1650000
1336901,1450000
1265830,1100000
1342830,325000
1278815,869000
1321568,1399000
1340806,850000
1261722,680000
1330033,1049000
1295377,1390000
1316911,517000
1263386,3595000
1281792,2199000
1338048,2785000
1328050,749998
1290071,695000
1322933,998000
1257595,949000
1263196,949000
1267559,21500000
1306680,1390000
1328190,990000
1319281,447500
1319986,360000
1278726,1180000
1335978,1860000
1323574,1199888
1347483,400000
1324087,3795000
1263640,3800000
1270823,1395000
1287703,639000
1267427,2789000
1328344,699900
1346578,710000
1295418,369900
1262035,279000
1316909,480000
1337817,1064000
1332961,1050000
1302103,666000
1315227,385000
1259949,489900
1258439,2599900
1318119,399990
1318664,375000
1308016,4999000
1288927,1400000
1348767,785000
1301262,399900
1276716,949900
1286158,743000
1317423,389900
1341945,699900
1275461,545000
1311772,435000
1311630,325900
1298811,399000
1322981,799888
1317533,525000
1341900,499900
1273181,842500
1278469,800490
1278501,1150000
1269281,460000
1319565,410000
1265504,859000
1349175,449900
1271215,1275000
1298049,939000
1349345,514900
1261186,3500000
1333997,638000
1315792,274997
1341584,444900
1350414,581000
1349165,599000
1279275,599900
1308740,259000
1293722,799900
1283459,699900
1351236,580000
1278761,450000
1321229,399000
1282732,125000
1333624,875500
1308476,49500
1269479,1100000
1288529,239999
1327138,4500000
1339158,579900
1266732,995000
1260515,4195000
1264510,1399000
1291927,1487000
1268455,25000000
1290317,259990
1334889,1499900
1286730,1599900
1259697,1099000
1259712,1895000
1291906,469000
1261885,1400000
1339929,619000
1355836,450000
1333914,2150000
1330683,1599000
1327205,2490000
1342168,695000
1306694,3499000
1304678,699000
1261556,525000
1352727,499999
1285638,4498000
1279092,620000
1283923,1350000
1336845,785000
1345611,699000
1273694,2875000
1291938,445000
1319742,725000
1286958,883166
1345986,1500000
1319083,1337000
1327734,950000
1354598,1300000
1326619,7995000
1277367,399000
1294907,1695000
1327402,699950
1340025,1979000
1308160,3495000
1285745,699000
1283982,1170000
1328351,1395000
1320096,275000
1328594,788000
1303932,629900
1281411,819000
1304297,549000
1302979,300000
1293269,609000
1338909,780000
1316923,650000
1290065,2850000
1264400,799000
1257463,1390000
1300313,535000
1265276,899000
1343477,556090
1269028,525000
1307101,710000
1355153,275000
1262000,599000
1320504,344950
1304735,599999
1262429,1100000
1287577,2250000
1267259,1600000
1288711,890000
1356020,290000
1320392,320000
1298002,665000
1312390,779000
1357321,339000
1328933,899000
1332820,1399000
1351202,875000
1325260,2690000
1285516,495000
1288284,705990
1283581,1500000
1357667,249000
1292304,1290000
1310586,2500000
1284522,410000
1313658,639000
1261267,1599000
1285173,719000
1304353,225000
1353252,399000
1291525,1085000
1298110,989900
1260641,2999000
1274309,2495000
1292637,13200000
1262250,799900
1338118,729000
1309878,478000
1345488,789500
1318285,349000
1315773,475000
1275175,4695000
1318346,579500
1252901,1370000
1324568,1899000
1321044,495000
1352831,949950
1262978,439900
1272181,589000
1311318,995000
1336391,1275000
1271511,700000
1336302,1895000
1278917,499900
1296742,240000
1275406,899777
1292838,289500
1348794,410000
1328719,2495000
1348552,399900
1346802,825000
1308290,3695000
1311729,265000
1290922,499000
1267331,958000
1326233,1495000
1352658,110000
1349015,359000
1340142,205000
1325551,549000
1317177,589900
1318749,305000
1257494,1600000
1289842,408500
1346757,525000
1343123,399900
1335715,795000
1291330,134000
1325439,1488000
1258671,1599000
1258016,1199999
1291805,725000
1268722,805000
1257560,1150000
1336595,699000
1264311,749990
1271053,885000
1276095,589000
1289678,119500
1313173,2995000
1286968,525000
1291485,389000
1343030,285000
1275422,675000
1316875,450000
1347181,1399000
1303267,565000
1319665,499000
1319819,240000
1347061,585000
1347680,630950
1326741,2280000
1261565,970000
1352714,452000
1342308,749900
1264251,988000
1351232,1350000
1288017,1100000
1325539,15500000
1348843,679000
1257967,699999
1294080,260000
1281456,900000
1264960,889000
1282566,11300000
1271001,677750
1333098,589000
1347379,460000
1345187,305000
1283515,6888000
1351453,349900
1358655,189000
1274705,5000000
1281741,2500000
1334835,799000
1304868,1700000
1274806,1199900
1265459,985000
1271498,1490000
1332645,395000
1300162,1260000
1309689,549000
1354337,589900
1275164,652900
1322494,1030000
1285509,2499000
1257219,735000
1263443,1299900
1265972,900000
1342399,569000
1335960,5995000
1284608,780000
1252760,2400000
1327293,2395000
1351696,649000
1292259,4450000
1262851,5495000
1331544,1325000
1342135,584999
1320748,324900
1320533,450000
1319594,975000
1297487,525000
1263734,819999
1343325,1499000
1302424,649000
1349597,476000
1334208,789040
1260833,1150000
1274545,1829999
1321394,561910
1296348,1379000
1341231,480805
1353967,459000
1273274,1180000
1271429,1900000
1350016,819000
1295040,275000
1350845,650000
1262330,2295000
1274454,475000
1285090,1675000
1346635,429000
1265537,599000
1288334,995000
1272591,1375000
1339335,549950
1262431,1475000
1296300,525000
1304068,259000
1336022,600000
1318815,585000
1290074,958900
1298798,545000
1323365,13800000
1290242,269000
1284444,495000
1304911,480000
1286351,3850000
1310262,385000
1343201,320000
1275382,799000
1350404,769900
1321134,535000
1321457,249999
1350688,2695000
1274495,365000
1341911,525000
1346822,599999
1270559,24950000
1209530,1800000
1354606,254999
1322274,9008000
1353983,479000
1289749,475000
1309067,765000
1274378,769000
1318278,534000
1267401,1024000
1262598,695000
1262970,3298800
1357068,699000
